BACH1	COL4A6	0.738872687157813
DDIT3	CCDC173	0.706095389672971
DDIT3	CCT6P1	0.669776827589172
ATF6B	DNASE1	0.659812204025022
ARID3B	ACER3	0.649982539318897
ATF4	ATP8A1	0.646552322426263
ARID3B	CECR1	0.630937766099498
CUX2	DHRS12	0.625031629514375
CREB3	ABHD17B	0.619745207443729
BACH1	CRHR1-IT1	0.611625212162823
ARNT2	CUX2	0.61110061554682
CREM	AC141586.5	0.595584635336606
CREB3L2	CMTM4	0.589933583942193
ATF6B	CD48	0.586435942171309
ATF6B	C17orf67	0.581408854023759
ATF6B	CASC9	0.580208237761396
DNMT1	CROCC	0.57562721347344
ATF6B	BMP2K	0.571064646828931
ARID3A	BACE2	0.564092965129827
ATF6B	C10orf88	0.56227134235608
ATF4	C15orf57	0.562159369379143
ATF2	CLTCL1	0.560022025012023
ATF4	CAMKK1	0.540247587711048
ATF1	C4orf36	0.532921206942714
BRCA1	CTA-373H7.7	0.530498646001821
ATF6B	AC004980.7	0.529762314568613
BPTF	DGKA	0.527660986617883
ATF6B	CRELD1	0.525595594946994
ATF6B	C11orf54	0.525415345523286
CEBPZ	ALOX12P2	0.520693282770379
ATF1	AC068282.3	0.513958294919469
BACH1	C11orf1	0.509187802389824
ATF4	BIRC2	0.509137888685415
BBX	D2HGDH	0.50720998423868
ATF4	B3GAT2	0.505689175921661
ATF4	C9orf114	0.505388684436925
CEBPZ	COX18	0.503838280615048
ATF6B	CRYM	0.50362094070731
ATF4	AZIN1-AS1	0.501165004871929
ATF4	CALCOCO2	0.499480626851826
ATF4	COMMD5	0.498565765238487
ATF6B	BORA	0.496736454769345
CREB1	C8orf88	0.489242445929234
ATF4	AIP	0.484760458225252
BPTF	DNAJC5	0.481232998032936
BACH1	DHX57	0.479900803581161
ATF4	CHMP7	0.478059324587065
CEBPZ	C16orf62	0.475302472278099
BACH1	CRLF1	0.475254492443523
CUX2	CREBBP	0.471081870277248
ATF6B	DHX34	0.471038321450813
ATF6B	CCL26	0.468089612685011
CREB3L2	C2orf69	0.466550765834352
BBX	B4GALT6	0.463710998818785
ATF6B	CCDC28B	0.463678945414034
CUX2	ARNT2	0.460781748020136
CEBPG	C8orf33	0.459694886137758
ATF1	ANKMY2	0.458439210632129
