ATF6B	ARHGEF40	0.960805863992956
ARID3A	BACE2	0.937167803165288
ATF6B	AKAP11	0.922358668687801
ATF4	ABHD13	0.886075303532371
ARID3B	AC007405.6	0.883252347415588
ARID3B	ANKRD36C	0.881188047946036
ARID3B	AP2A1	0.875256027038977
ATF1	AC068282.3	0.872526770477771
ATF4	AIP	0.862409490422041
ARNT2	BAX	0.854445656615386
ARID3B	ANKRD16	0.853630228449991
AR	ASCC1	0.846146530560429
ATF4	ANXA6	0.840072817175846
AR	AC093375.1	0.83736021470888
ATF4	B3GALT6	0.836597734920331
ATF6B	A2ML1-AS1	0.835865489981431
ARNT2	B3GAT1	0.828787274306478
ATF6B	ALG11	0.820686420789245
ATF4	AZIN1-AS1	0.81804492574685
ATF4	AMZ2P1	0.816049878983882
AR	APC	0.814790449739425
BBX	B4GALT6	0.812744044436421
ARID3A	ATG2A	0.809763779825473
BACH1	AGK	0.80666767424621
ATF3	AC093627.9	0.805993131165972
ATF4	AARS2	0.804875036219273
ATF4	ARHGEF11	0.799988585027887
ATF4	ATG101	0.795648416033321
ARID3A	AIM1	0.794116460940947
ATF4	ABL2	0.790497496226569
BBX	AC007566.10	0.788760913861923
BBX	AP5M1	0.787096510125479
AR	B3GAT3	0.783474368193384
ATF4	ATP8A1	0.780158070846495
ATF4	ATG2B	0.779062833978124
ARID3B	ASL	0.766091044955894
ATF2	B3GNT5	0.763824809319252
ATF4	ATP8A2	0.760133307359532
ATF4	ARHGAP12	0.759820149873675
ATF1	ANKMY2	0.759510981025677
ATF6	BAG5	0.757772128590751
ATF4	ABHD12	0.756248637107724
BBX	ATRAID	0.755194689950005
ATF6	ANKRD42	0.744245164533188
ATF6	ATXN7L3	0.74405950934526
ATF4	AGAP3	0.74289625310358
BBX	ATP6V1B2	0.742566696957117
ARID3B	ACER3	0.742406929954714
ATF6B	ADAMTS7	0.739284075113184
ARID3A	ARHGEF26	0.738805069716399
ATF2	ATP5I	0.738662251038124
AR	ARL14EP	0.735280234174999
ATF6	ACACB	0.732599506297368
BACH1	AKNA	0.724619808130434
BBX	ARFIP1	0.720398079469458
BBX	ARHGEF9	0.713748538912256
BACH1	ATXN7L2	0.713557132990168
AR	AGO3	0.713303461438286
ATF1	ARL10	0.712472053744082
BACH1	AGBL3	0.711337805212949
ATF6B	ARF6	0.705424060798399
ARID3A	ALG13	0.703552421804508
ATF2	ANKIB1	0.702561923408399
ATF2	ASB13	0.699482972970482
BBX	ASTN1	0.697509122608963
ATF4	ACTR3B	0.696319428811657
ARID3B	AP002954.4	0.695681090247477
ARID3A	APELA	0.694323446902415
ATF4	AGAP6	0.693825615874577
ARID3B	APIP	0.692232650035406
ATF1	AC005682.5	0.692149314860191
ATF2	ASTN2	0.691527537616355
ARID3B	ARL4C	0.690865584859276
ATF2	ATP13A1	0.690437822596859
ARID2	AKT2	0.689699015434344
ATF6B	ARMC8	0.687070244725396
ATF4	AAR2	0.682146369877281
ATF4	B3GAT2	0.673344864487817
ATF4	AC004967.7	0.672407930726455
ATF4	ATP5G3	0.671270006915539
ATF1	AC011288.2	0.66976374075738
ATF1	BAHD1	0.664729218415082
ARID3A	AGAP1	0.663986409106256
BBX	ARHGEF16	0.66255261320559
ARNT2	AC074289.1	0.661253284553125
BBX	ABCC10	0.660544845453514
BBX	ACP6	0.65940284469017
ATF4	AC005609.16	0.658003480204668
BBX	ALDH2	0.656077210290392
ARID3A	AP000769.1	0.652705508857784
ATF6B	AC004980.7	0.651275942823473
ATF4	AGTPBP1	0.649057583138506
ATF1	ATP6V1F	0.648971862235478
ARID3A	BBS7	0.639638428718967
ATF2	ANO5	0.635431200037616
ARID3A	AC006994.2	0.634404379930785
ATF4	ANKMY1	0.634255601056722
ATF2	BCAS3	0.634094721043061
ARID3A	ADGRL1	0.633622406507227
ATF6B	AKAP10	0.630727158406122
ATF1	APLP1	0.626351488726071
ARID2	AC069277.2	0.623602771783367
ATF4	ALOX12P2	0.623318354016346
ARNT2	ANKRD54	0.621696469276147
ARID2	ANAPC15	0.620672663260286
ATF6B	ARSB	0.619937146767832
ATF4	AATF	0.617677435435153
ATF6B	ADRBK2	0.614530524381128
BBX	ARL5B	0.614405797302652
AR	ADAT2	0.614145141116501
ATF2	B3GALNT2	0.613389412582829
ATF2	ARMC10	0.613062353652621
ATF2	ATP6V0A1	0.612097774491898
ATF2	ATP6V0E2	0.611881435199283
ATF6B	AKT3	0.611050724245419
ARID3B	ARHGEF4	0.610450220703934
ATF6B	ARL15	0.610313860166134
ATF6B	AC009403.2	0.608073114634044
BACH1	ACOT7	0.606403736022617
ATF6	AC007246.3	0.606264511750529
ATF1	AGL	0.605829515126314
BBX	ANKRD35	0.6027516911225
ARID3B	ARHGAP44	0.60045434994782
ATF2	AP1M1	0.59904271251102
ATF1	ATP6V1H	0.596773128815811
ATF6	ATF3	0.589025881788001
ARNT2	ATAD2B	0.587868139076393
ARNT2	ARHGAP17	0.585500892378538
BBX	ATP2B1	0.58285562888207
ATF1	AP1AR	0.580298594763077
AR	AP1G1	0.580146746021798
ATF6	AP5Z1	0.577870892089118
ATF4	ARHGEF10	0.577507369417863
ATF2	AP4S1	0.576255616534483
ATF4	ATPIF1	0.574567320302815
ARID3A	ARID2	0.572636131384658
ARID3A	ATG4B	0.571584211855076
ATF2	ABHD11	0.568637330124696
BBX	BANP	0.567040535206326
ATF4	ACTG1	0.566455734718164
ARID3A	BAD	0.565159452255722
BBX	ANKRD18B	0.564069171950274
ATF1	AP2S1	0.56147656277933
ATF6B	ANAPC1	0.561225940500302
BBX	AHCYL2	0.560198036611423
ARID3B	ALKBH3	0.559919711863692
ATF4	BBX	0.559295541646027
ARNT2	ADAMTS13	0.557898058896786
ATF3	ARID3B	0.557419638601295
ATF3	ATG5	0.557339538115158
BACH1	ACTR8	0.556362104944704
BBX	ACTR1B	0.556282043133889
ATF3	AAMP	0.554500610410954
ARID3A	ATP6V1E1	0.554285509631155
ARID3B	ARMCX1	0.553330413561451
BACH1	AVL9	0.55201293711322
ARID3B	AC090498.1	0.550702918079249
ARID3A	ABLIM1	0.548797723869369
ATF2	AHCTF1	0.54755725862591
ATF4	ARFGAP1	0.546564461204575
ATF6B	ATF7IP2	0.54481865558438
ATF2	ALDH1B1	0.544376609239909
ATF2	ADNP2	0.543124204997306
ATF4	ATAD3B	0.542245458118488
ATF4	ADCY1	0.541869107390575
ATF4	ATG10	0.541772661523893
BBX	BCAR1	0.541257651111889
ATF2	BAG2	0.536877114610231
ATF4	ARMCX2	0.536783643299141
BBX	ARMC6	0.533628804606328
ATF4	BBIP1	0.532496991441518
ATF3	ATXN3	0.527984831997321
ATF4	APBB1	0.526795085753129
ARID3B	ALKBH7	0.526565281686717
ATF4	ATAD3A	0.52509842485307
BBX	ANK2	0.525046426985509
BBX	ALG8	0.524888379549221
ATF3	ACTR1A	0.522484793842136
ATF4	AP001347.6	0.522477426994435
ARID3A	ABHD18	0.520894126417889
ATF6	APOOL	0.520804957526511
ATF4	ATG9A	0.520040994095522
ATF6B	ADIPOR1	0.51951521784949
ARNT2	AP3M1	0.517398278493298
ATF6B	B3GNT7	0.514829997338515
ARNT2	ABRACL	0.514570404185671
ATF4	ARL16	0.512957251747745
ATF6	ABCA5	0.512305301854088
ATF2	ANAPC4	0.506450099577038
ATF6	ATAT1	0.506223454424696
ATF4	ALG5	0.505672286558454
ARID3B	ASB6	0.503874234065977
ATF4	AP1M2	0.503817680949925
ATF2	AXL	0.502877361693537
AR	ADAM12	0.502745371283811
BACH1	ANKFY1	0.502707677637546
ATF2	BBS2	0.502038163448102
ARID3A	AIG1	0.499024550668405
ATF4	ACYP1	0.498807675435683
ATF4	ARL4A	0.497812292470072
ARID3A	ALDOA	0.494091783437414
BBX	AMMECR1L	0.492984443164658
ATF6	ARFGEF2	0.492660291663115
ATF6B	AC022182.2	0.491837024524945
ARID3A	ARPC1A	0.491339169095412
AR	ABTB2	0.490534860658166
ATF3	ANKS1B	0.489389826999999
ATF6B	ATF7IP	0.488741414091784
ARID2	ANKRD23	0.48838898773996
ATF6	ATP1A1-AS1	0.488182082507662
BBX	ANKRD6	0.487555691008843
BACH1	AEN	0.486176721244057
ARNT2	BACH1	0.485681090147986
ATF6B	AP2A2	0.484420389648247
BACH1	APBB3	0.484065737319826
BACH1	AHSA2	0.481905549992666
ATF4	ACTC1	0.480796469536746
ATF6	AR	0.479925663920872
ATF4	AIDA	0.479126909219247
ATF6	AP000304.12	0.478509938312211
ATF4	ACOT8	0.477344633595767
ATF6B	ARHGEF19	0.477248627575752
ATF6	ARHGAP10	0.476461651046615
ATF4	AP000688.29	0.475864734010598
ATF4	ARFGEF3	0.47562268015697
ATF4	ADK	0.475601701731993
ATF6	AIFM2	0.475305834979716
ATF4	ARFGEF1	0.472645615007795
ATF1	AC005042.4	0.467767608119453
ATF6	AC012146.7	0.467222509272717
BACH1	ANKRD23	0.465762995689706
BBX	ARFGAP2	0.465052799131289
ATF4	ACBD3	0.464352890078296
ARID3A	ANXA3	0.464316014751933
ATF4	ATP6AP1	0.462259636625243
ATF6	BAG1	0.462019019849471
BBX	ATP13A3	0.461244891323951
ATF6B	ATPAF1	0.460576652428718
BBX	ANOS1	0.460451590796866
ATF4	ANKLE2	0.459773168199007
ATF4	ADGRL2	0.458134645910538
ATF2	ARMC5	0.457441865581365
AR	AZI2	0.455062577232543
ATF4	AC009245.3	0.454190658496329
BBX	ASPH	0.453148945000027
ATF4	ALAD	0.45313219255551
ATF6	ATG4C	0.450531556714873
ATF4	ANKRD9	0.449303773104921
ATF3	AP3S1	0.448667076949319
ATF6	APTR	0.44769136586969
ATF4	ACTA1	0.446814325026004
BBX	ARG2	0.44680831181485
ATF3	ATRN	0.445609020997585
ATF1	ACTN3	0.445562885774977
ARID2	ATP13A3	0.445194249907046
BACH1	AARD	0.444134679447813
ATF6B	ATP5L	0.443626413952945
ATF1	ARID3A	0.442444312184951
